time,weighted mean,standard mean,weighted mean (5 years rolling ave.),standard mean (5 years rolling ave.)
1977-08-01,-0.31708458,-0.40689385,-0.37221955191344025,-0.6597958483422796
1977-09-01,-0.36985046,-0.98195475,-0.3647668505397936,-0.6519888523345192
1977-10-01,-0.36647594,-0.896415,-0.35930260652676227,-0.645464099633197
1977-11-01,-0.0071439184,-0.3494682,-0.3519002194826802,-0.6351747487361232
1977-12-01,-0.09671156,-0.39769185,-0.34464937398831047,-0.6281739107643565
1978-01-01,-0.18052797,-0.37479392,-0.3370200878630082,-0.6195584547395507
1978-02-01,-0.24264438,-0.4086604,-0.32958854573468366,-0.6086470833048224
1978-03-01,-0.29133323,-0.465505,-0.3186447869986296,-0.5901331768060724
1978-04-01,-0.25373122,-0.4082373,-0.3102337383975585,-0.5769168720270197
1978-05-01,-0.28020298,-0.4550732,-0.3046508758018414,-0.5681085393453638
1978-06-01,-0.45794013,-0.670767,-0.2972558556124568,-0.5613315617665648
1978-07-01,-0.40395477,-0.6859042,-0.29059177382538715,-0.5593352040275932
1978-08-01,-0.64829326,-1.0664518,-0.2806930978472034,-0.5536282333855828
1978-09-01,-0.4898159,-0.89668095,-0.271470700778688,-0.5497496347253521
1978-10-01,-0.36949795,-0.6739011,-0.2574473801534623,-0.537356408747534
1978-11-01,-0.14317387,-0.26281023,-0.24662957050216694,-0.5231848839049538
1978-12-01,-0.06575596,-0.18513359,-0.23502315886629124,-0.5036996432269613
1979-01-01,-0.09559647,-0.058787677,-0.22695094677619637,-0.4952886971955498
1979-02-01,-0.46479768,-1.3712577,-0.221855438578253,-0.4858378040914734
1979-03-01,-0.25081727,-0.5727343,-0.21115376534871758,-0.46560215918968123
1979-04-01,-0.35694572,-0.9234649,-0.20660298250926037,-0.4592092024162412
1979-05-01,-0.2495254,-0.7995886,-0.20051044854335487,-0.4437760777150591
1979-06-01,-0.30321595,-1.0455819,-0.19697616058401762,-0.4369958079730471
1979-07-01,-0.45531684,-1.294228,-0.1919082674663514,-0.43275885861366986
1979-08-01,-0.30583864,-0.8292807,-0.19338301105114322,-0.44741329780469336
1979-09-01,-0.2631813,-0.8458696,-0.1936768470487247,-0.44320356181512277
1979-10-01,-0.11329372,-0.9468833,-0.19733908854735394,-0.44532280197987956
1979-11-01,-0.06742594,-0.48244482,-0.2021542880218476,-0.4545096897209684
1979-12-01,0.22474995,0.027104743,-0.20493261747372646,-0.4650399474427104
1980-01-01,0.067437254,0.22787887,-0.20811517022860546,-0.47238319646567106
1980-02-01,0.027976891,0.13616952,-0.20894185287567477,-0.47522379737347364
1980-03-01,-0.092338376,-0.07011848,-0.21282721393120785,-0.4862829802557826
1980-04-01,-0.018380357,-0.17960311,-0.21480721118859947,-0.4888748852536082
1980-05-01,0.020900015,-0.23817651,-0.21536080373140673,-0.48599882206569117
1980-06-01,-0.08404345,-0.28789604,-0.21955401476783057,-0.4847038460895419
1980-07-01,-0.057199284,-0.09226101,-0.21780177298933268,-0.4763171355550488
1980-08-01,-0.15889828,-0.28428254,-0.2134800545250376,-0.4705792596563697
1980-09-01,-0.19803841,-0.5491315,-0.20963499477754036,-0.46778326214601595
1980-10-01,-0.28044334,-0.50017667,-0.20604112452516954,-0.46180102570603293
1980-11-01,-0.05506107,-0.3708982,-0.20608920610199372,-0.4674385169520974
1980-12-01,-0.10284845,-0.25296122,-0.20431547593325378,-0.46705350472281376
1981-01-01,0.14689675,0.18076432,-0.20020205806940794,-0.46425880485524734
1981-02-01,-0.013329753,0.08306995,-0.19876418790469566,-0.46716077321519456
1981-03-01,0.071889624,0.1342393,-0.19140455704182385,-0.45719908469667037
1981-04-01,-0.042298034,-0.21940994,-0.18508538473397493,-0.4511547127738595
1981-05-01,-0.17457917,-0.38836864,-0.1846714851136009,-0.4553358872110645
1981-06-01,-0.13647933,-0.30263063,-0.18323980228354533,-0.4599386552348733
1981-07-01,-0.28074822,-0.28745237,-0.18458883420874675,-0.4612356977537274
1981-08-01,-0.09279573,0.05305142,-0.1854454074675838,-0.4580421476314465
1981-09-01,-0.2552969,-0.5996777,-0.18316494716952245,-0.4396883605668942
1981-10-01,-0.3584577,-0.60023665,-0.18255463931709529,-0.43802150326470535
1981-11-01,-0.14733355,-0.34419435,-0.18247383429358402,-0.43592580991486707
1981-12-01,0.1297353,0.17656426,-0.180118397064507,-0.4243755211432775
1982-01-01,-0.2714027,-0.3876059,-0.18186608621229727,-0.4202851851781209
1982-02-01,-0.28043315,-0.36734498,-0.18059772619356712,-0.4071951568126678
1982-03-01,-0.5062629,-1.0023608,-0.18066630779455106,-0.40208222568035124
1982-04-01,-0.52300185,-1.1699545,-0.1818728255107999,-0.3980809370676676
1982-05-01,-0.3814526,-0.8348402,-0.18475051565716663,-0.3906849205493927
1982-06-01,-0.43832177,-0.82927233,-0.18910380446662506,-0.39080332070589063
1982-07-01,-0.3665596,-0.6169521,-0.19961234324922164,-0.3951256639013688
1982-08-01,-0.55020624,-1.0704448,-0.20157197825610637,-0.3960725867499908
1982-09-01,-0.4886503,-1.137469,-0.20917162544404466,-0.40976685571173826
1982-10-01,-0.3996915,-0.7238512,-0.21294441580151519,-0.41882009406884513
1982-11-01,-0.25873658,-0.27176964,-0.21817405757804711,-0.42670381342371305
1982-12-01,0.008422946,0.105510786,-0.223254384038349,-0.4333917478720347
1983-01-01,0.07877514,-0.030521363,-0.22572746258229018,-0.43119636302193004
1983-02-01,-0.0119408,-0.24090056,-0.23155021226654451,-0.4418758853028218
1983-03-01,-0.07570101,-0.10657082,-0.23493172954767944,-0.44649152445296447
1983-04-01,-0.25661612,-0.7464868,-0.2389223809664448,-0.45118162023524444
1983-05-01,-0.17377917,-0.43197247,-0.24171540345996617,-0.45946991133193177
1983-06-01,-0.21113506,-0.503085,-0.24479232169687748,-0.4598970019569
1983-07-01,-0.31768256,-0.8600223,-0.2460360382994016,-0.4571305450052023
1983-08-01,-0.2067154,-0.46875048,-0.24994794527689615,-0.4634707613537709
1983-09-01,-0.11066555,-0.53401864,-0.2509517607434342,-0.463669661184152
1983-10-01,-0.34466398,-0.92477155,-0.25590408020652833,-0.4748485537866751
1983-11-01,-0.057272904,-0.5389763,-0.25839641415514053,-0.48190773352980615
1983-12-01,-0.14669788,-0.26295614,-0.2582270743791014,-0.48380353922645253
1984-01-01,-0.14699087,0.13282533,-0.26064030576186875,-0.48908019488056503
1984-02-01,-0.32797006,-0.27003044,-0.26035587140358984,-0.49121829941868783
1984-03-01,-0.2141988,-0.47272286,-0.26243960433639585,-0.4991056267172098
1984-04-01,-0.35209742,-0.7977233,-0.26280955645876625,-0.5033627017090718
1984-05-01,-0.108199164,-0.106571294,-0.26192578944998485,-0.5048278166602055
1984-06-01,-0.4080773,-0.8001618,-0.2634396433675041,-0.505088954543074
1984-07-01,-0.37921524,-0.50882626,-0.2684653354032586,-0.5115148774037759
1984-08-01,-0.30995354,-0.5225048,-0.2643882611300796,-0.5059157617390155
1984-09-01,-0.33557236,-0.6057923,-0.2605249770761778,-0.507334424306949
1984-10-01,-0.28595513,-0.5031223,-0.2567424315493554,-0.5029428335527579
1984-11-01,-0.32862327,-0.48954883,-0.25089813106072445,-0.49368932967384654
1984-12-01,-0.40576237,-0.23223585,-0.24633358786813914,-0.488655403504769
1985-01-01,-0.050140847,0.1710635,-0.23972337334416807,-0.4779950665930907
1985-02-01,-0.42800194,-0.6854866,-0.23300475417636335,-0.46838678990801175
1985-03-01,-0.3187058,-0.6133128,-0.22694953793349365,-0.4612279124557972
1985-04-01,-0.33215886,-0.6526263,-0.2209986002650112,-0.4568794883787632
1985-05-01,-0.28391957,-0.6394526,-0.2174385496880859,-0.45801200543840725
1985-06-01,-0.23242816,-0.15617295,-0.215370199472333,-0.4667096036175887
1985-07-01,-0.40656427,-0.73303235,-0.21262439709777634,-0.47163185899456345
1985-08-01,-0.36178932,-0.5612209,-0.21132407085970045,-0.4699973800530036
1985-09-01,-0.4374775,-0.83053726,-0.2119073560150961,-0.4675747785717249
1985-10-01,-0.4480247,-0.99747413,-0.21056018726279338,-0.4686637947956721
1985-11-01,-0.23967616,-0.39652362,-0.20637837916146964,-0.4604392727216085
1985-12-01,-0.17747144,-0.0869738,-0.20319579232018442,-0.4545668380955855
1986-01-01,-0.08781767,-0.19964866,-0.20062212597113102,-0.4459331674966961
1986-02-01,-0.07355868,0.07113596,-0.19691714285096776,-0.4350335874749968
1986-03-01,-0.22524954,-0.53649426,-0.19592661398928612,-0.42896174737252296
1986-04-01,-0.19183807,-0.6429607,-0.19645856495480984,-0.42701908994155624
1986-05-01,-0.16441879,-0.502117,-0.19397038271805891,-0.41974168219603597
1986-06-01,-0.28127322,-0.61923,-0.19767886910121887,-0.4200950741612663
1986-07-01,-0.26368216,-0.41573864,-0.1974550568886722,-0.419850376729543
1986-08-01,-0.2178197,-0.42018822,-0.20136709002933154,-0.43599538180666664
1986-09-01,-0.277494,-0.8551022,-0.1991062282351777,-0.4325302423754086
1986-10-01,-0.3054317,-0.68814355,-0.19999835678221037,-0.4292755506156633
1986-11-01,-0.23816478,-0.35986263,-0.1985534403550749,-0.42481080211388567
1986-12-01,-0.17180622,-0.20899111,-0.20236721250694245,-0.43393232082016764
1987-01-01,-0.02677823,-0.051658966,-0.20124444478036216,-0.4313329741824418
1987-02-01,-0.048636105,-0.45246473,-0.19808735041103015,-0.4279844334193816
1987-03-01,-0.27931017,-0.7388654,-0.19749027627985924,-0.4249202758539468
1987-04-01,-0.17234382,-0.6147443,-0.1956295183626935,-0.4187351552614321
1987-05-01,-0.10758,-0.5328046,-0.19476560218414912,-0.41935045798309145
1987-06-01,-0.041708898,-0.18965212,-0.19334354115805277,-0.42207572688348594
1987-07-01,0.036557555,-0.04045552,-0.18665172467008234,-0.41671337340958414
1987-08-01,-0.18689327,-0.6409122,-0.1861786466402312,-0.4140629289516558
1987-09-01,-0.13159403,-0.8765636,-0.18089443237210315,-0.4037239466328174
1987-10-01,-0.18608846,-0.7918022,-0.17265592257802684,-0.3903267641086131
1987-11-01,-0.13463557,-0.79362553,-0.1666060548275709,-0.37746301471876603
1987-12-01,0.17317109,-0.18982454,-0.16089629189421734,-0.3649618754008164
1988-01-01,0.15679471,0.06754737,-0.15840632958958548,-0.3651924092788249
1988-02-01,-0.04693791,-0.09554447,-0.15133457814032833,-0.3516423445660621
1988-03-01,0.005129112,-0.17191179,-0.14732136437669396,-0.3477581209658335
1988-04-01,-0.0057076295,-0.25301546,-0.14373699262117345,-0.34177395470129945
1988-05-01,0.017176036,-0.0796264,-0.13839107885335883,-0.3344127532560378
1988-06-01,-0.05671508,0.014935219,-0.13396833688020707,-0.33308751550503074
1988-07-01,-0.09538358,-0.2060475,-0.13113683283639452,-0.3351935043154905
1988-08-01,-0.14728367,-0.10444007,-0.1292839192940543,-0.3308804403214405
1988-09-01,-0.14258261,-0.4174592,-0.12781123608971637,-0.3318269566632807
1988-10-01,-0.19537304,-0.48812708,-0.1260876672031979,-0.32963269064202905
1988-11-01,-0.2797821,-0.5601798,-0.12357237013056874,-0.32668846109882
1988-12-01,-0.13326915,-0.2482743,-0.1216055052044491,-0.3195075190005203
1989-01-01,-0.38171285,-0.835875,-0.11531130438670516,-0.30759706618264315
1989-02-01,-0.19231835,-0.062122073,-0.11058701062574983,-0.29850550936535003
1989-03-01,-0.2677265,-0.27744135,-0.1076027797224621,-0.2928730770635108
1989-04-01,-0.26540244,-0.5298384,-0.10560294082388282,-0.28009193039809666
1989-05-01,-0.3370255,-0.6538624,-0.10492023866002759,-0.27854647831991314
1989-06-01,-0.34071124,-0.644201,-0.10479910612727204,-0.2797675996708373
1989-07-01,-0.18978958,-0.3079138,-0.10479610577846567,-0.27640055780454226
1989-08-01,-0.2741291,-0.33865535,-0.10545238008101782,-0.278936962558267
1989-09-01,-0.22392689,-0.23468505,-0.10733281380186478,-0.2753110637500261
1989-10-01,-0.23412016,-0.5400405,-0.10518805291503668,-0.26267394664852567
1989-11-01,-0.2432996,-0.65306497,-0.10767434891313314,-0.25836748076447597
1989-12-01,-0.004253385,0.08950536,-0.11051574169347683,-0.25695169312724225
1990-01-01,-0.021756165,0.33009017,-0.11437076181173325,-0.259494693010735
1990-02-01,-0.110949084,-0.065147676,-0.122512486577034,-0.26880007279881585
1990-03-01,0.17560479,0.19051817,-0.12791228517889977,-0.27222811970083666
1990-04-01,0.030833201,0.11919869,-0.13630989864468573,-0.273073292702126
1990-05-01,0.058666203,0.11061578,-0.14188522348801294,-0.2710446366962666
1990-06-01,-0.083030425,-0.17000498,-0.1498916064699491,-0.27026462349264574
1990-07-01,0.017740821,0.07997154,-0.15987085277835528,-0.2755067951278761
1990-08-01,-0.12099649,-0.32816747,-0.16818786064783733,-0.28324416434237115
1990-09-01,-0.2224152,-0.47148728,-0.17363468216111264,-0.28593098998535427
1990-10-01,-0.12726986,-0.55580205,-0.18015642591441672,-0.29620750998922935
1990-11-01,0.025688356,-0.31700936,-0.18711841071490198,-0.3038073873069758
1990-12-01,-0.0075812014,-0.21333313,-0.19436506004227946,-0.31418932309218994
1991-01-01,0.023357144,0.059135176,-0.20012832143499207,-0.3255207624984905
1991-02-01,0.014802312,0.01434498,-0.20594672084941218,-0.33274540523222335
1991-03-01,-0.12183541,-0.4048383,-0.2112978271751975,-0.34383244273097563
1991-04-01,-0.040920246,-0.46630695,-0.21864011184467624,-0.3537804509901131
1991-05-01,-0.04640689,-0.07126045,-0.22207886051231374,-0.35706787017018843
1991-06-01,0.09637883,0.0953972,-0.22625896057579667,-0.35993464099398503
1991-07-01,0.019775469,0.12975477,-0.22875834798905997,-0.3683355525834486
1991-08-01,-0.03876585,-0.08224228,-0.22740273471766462,-0.3622527520560349
1991-09-01,-0.15750368,-0.08823338,-0.2333255812137698,-0.37278674407086027
1991-10-01,-0.26446956,-0.5954164,-0.23552041794949521,-0.3809358518648272
1991-11-01,-0.23089683,-0.4331299,-0.2357653999933973,-0.3798874051698173
1991-12-01,-0.1716262,-0.0069685983,-0.23587583349241564,-0.38228026144982624
1992-01-01,-0.06615469,-0.20384325,-0.23517847305629402,-0.37664947224936135
1992-02-01,-0.16146213,-0.2349108,-0.23667528898610424,-0.37909109208267183
1992-03-01,-0.15062451,0.01936165,-0.23898336510950077,-0.38507312648774433
1992-04-01,-0.32152158,-0.35635635,-0.23967272734735162,-0.38990813134393343
1992-05-01,-0.27806357,-0.44785735,-0.24038892285122226,-0.38808652945638944
1992-06-01,-0.2730101,-0.3422321,-0.23869060770763706,-0.38429116893094034
1992-07-01,-0.45194593,-0.5987783,-0.2416097973783811,-0.39283055626632024
1992-08-01,-0.5108812,-0.846595,-0.24243590931097667,-0.4027991390554234
1992-09-01,-0.63545084,-0.927274,-0.23902648352086545,-0.397443038232935
1992-10-01,-0.52060795,-0.67008287,-0.24596534185111524,-0.409002714860253
1992-11-01,-0.61501855,-0.74682474,-0.24897118400161464,-0.4117449283056582
1992-12-01,-0.4255837,-0.50435483,-0.2531958624410133,-0.41946809721024086
1993-01-01,-0.34222576,-0.39669478,-0.2530581665225327,-0.42033724319965887
1993-02-01,-0.3737472,-0.256754,-0.25443376110245786,-0.42130093603239704
1993-03-01,-0.3861755,-0.788503,-0.2543774138515194,-0.42140655595964444
1993-04-01,-0.42342672,-0.7090081,-0.2535948202634851,-0.42279393353965133
1993-05-01,-0.41762292,-0.70254254,-0.2539275378609697,-0.415984578221105
1993-06-01,-0.40251076,-0.66495115,-0.2568511423033973,-0.4160109885424996
1993-07-01,-0.44448754,-0.63952607,-0.26144249459418156,-0.42232947030570356
1993-08-01,-0.46835005,-0.7696623,-0.26757710084008673,-0.4330136571467544
1993-09-01,-0.5831197,-1.0143397,-0.27076482710738975,-0.43607378005205344
1993-10-01,-0.40169796,-0.68537223,-0.2737651699533065,-0.43761854568341124
1993-11-01,-0.5305881,-0.7321861,-0.2794898381456733,-0.4336623375536874
1993-12-01,-0.2832324,-0.752329,-0.28510739815731845,-0.4447082643629983
1994-01-01,-0.30037606,-0.47090694,-0.29359193208316964,-0.45826158510365833
1994-02-01,-0.54768914,-0.6941616,-0.29884653830279906,-0.4669425374440228
1994-03-01,-0.39941671,-0.7663878,-0.3005299927045902,-0.4624907750558729
1994-04-01,-0.28010136,-0.46693158,-0.30311019060512384,-0.46925809916574507
1994-05-01,-0.3436515,-0.7974338,-0.306026599680384,-0.47319708900370944
1994-06-01,-0.2988696,-0.30635363,-0.30511611414452394,-0.46069765425442405
1994-07-01,-0.27959853,-0.454411,-0.3043032298485438,-0.46412716650714475
1994-08-01,-0.41261366,-0.6975774,-0.3081897055109342,-0.47412800807505845
1994-09-01,-0.26528862,-0.52478534,-0.31106843302647275,-0.48185962829738854
1994-10-01,-0.2770919,-0.43074438,-0.3091992545872927,-0.47820101358617345
1994-11-01,-0.1414007,-0.42534333,-0.3072333871076504,-0.47896654435123004
1994-12-01,-0.17940477,-0.42285788,-0.30489967452983063,-0.4765668062182764
1995-01-01,-0.07132288,-0.2680248,-0.3008406520510713,-0.47500142781063914
1995-02-01,0.09361646,0.25621837,-0.295305541343987,-0.47301320660238466
1995-03-01,-0.24072671,-0.5030624,-0.287350455361108,-0.4626855932486554
1995-04-01,-0.14951733,-0.04533412,-0.2768510043621063,-0.4500086208495001
1995-05-01,-0.1948145,-0.35277435,-0.26709652729332445,-0.44018871228521067
1995-06-01,-0.07476867,-0.22215374,-0.2551453199237585,-0.4254907150131961
1995-07-01,-0.06479485,0.022149967,-0.2454744213571151,-0.4187183893285692
1995-08-01,-0.117615655,-0.33450466,-0.2377176186690728,-0.4108429264587661
1995-09-01,-0.17545958,-0.55472994,-0.22712184054156145,-0.40651367454168696
1995-10-01,-0.14723292,-0.14724073,-0.2195481197287639,-0.39231377279696367
1995-11-01,-0.14972791,-0.31859398,-0.20903279148042203,-0.38161167413927616
1995-12-01,-0.28306234,-0.59244204,-0.19743678184847038,-0.36589557613867024
1996-01-01,-0.34471923,-0.58191603,-0.18584790540238222,-0.34576763000028826
1996-02-01,-0.17646126,-0.1692624,-0.17397660377124946,-0.3287159689857314
1996-03-01,-0.30185598,-0.49752423,-0.16217511408030988,-0.31087215528823436
1996-04-01,-0.38440034,-0.22893447,-0.15124160498380662,-0.29507195463714503
1996-05-01,-0.3834605,-0.73401606,-0.14547037879625957,-0.29041300327517094
1996-06-01,-0.4126932,-0.71780205,-0.13789244083066782,-0.27946616099216043
1996-07-01,-0.2955009,-0.39110237,-0.13254557096709807,-0.26937026566204925
1996-08-01,-0.13977312,0.18486346,-0.1295879974340399,-0.26461681982812785
1996-09-01,-0.31231555,-0.49427283,-0.11847311550130447,-0.25203290722953775
1996-10-01,-0.4394541,-0.8317558,-0.11517788786441088,-0.2423459506748865
1996-11-01,-0.1762677,0.31683618,-0.11307634680221477,-0.24074017074890436
1996-12-01,-0.12285314,-0.21273933,-0.10998535224546989,-0.23203474200951557
1997-01-01,-0.29934323,-0.80389374,-0.10729323867708444,-0.2286355541863789
1997-02-01,-0.33418578,-0.698808,-0.1047935539856553,-0.22281765160150827
1997-03-01,-0.038473807,0.23887853,-0.09975351834048828,-0.21019986593164502
1997-04-01,-0.20356953,-0.4022882,-0.09709300839652618,-0.2020256860026469
1997-05-01,-0.13804081,-0.30387306,-0.09474194267143805,-0.19688652882662913
1997-06-01,-0.029468756,-0.2483094,-0.09491471915195386,-0.1912493149905155
1997-07-01,-0.11983929,-0.47948503,-0.09354055828104417,-0.18662818327235678
1997-08-01,-0.033576027,-0.22693819,-0.096407885539035,-0.18894631817626456
1997-09-01,-0.00548378,-0.16665564,-0.09814914022572338,-0.1917297653077791
1997-10-01,0.064660676,-0.08088835,-0.0942760878863434,-0.17986031961627305
1997-11-01,0.102053896,0.1350551,-0.09105820658927162,-0.1794268842320889
1997-12-01,0.15467022,-0.09801529,-0.09030174789950252,-0.18047655927948653
1998-01-01,0.1231824,0.07583299,-0.09178253725791971,-0.1780273799629261
1998-02-01,0.2619995,0.003001104,-0.09314087495828668,-0.18021471287744742
1998-03-01,0.068247736,0.06349111,-0.09259528359398246,-0.17502697145876786
1998-04-01,0.20749298,-0.06688218,-0.09140263240163525,-0.16890654599604507
1998-05-01,0.27813765,0.24042334,-0.09315752675756812,-0.17073686158594986
1998-06-01,0.29282182,0.5427256,-0.09417371020341912,-0.16626709257252514
1998-07-01,0.26779056,0.3835736,-0.09188286578282714,-0.15840193919527035
1998-08-01,0.23973933,0.3009665,-0.08767744802559416,-0.15062675753918786
1998-09-01,0.072890855,-0.06632765,-0.08675952383006612,-0.14623474384037158
1998-10-01,-0.055424392,-0.40583515,-0.08122555827721953,-0.14277479355223477
1998-11-01,-0.07591181,-0.07537554,-0.07497329949401318,-0.14522752418803672
1998-12-01,0.0375798,-0.14657527,-0.06678606037360926,-0.13480767599927881
1999-01-01,-0.122921646,-0.1857002,-0.05968864595827957,-0.1227246452976639
1999-02-01,0.119203776,0.060873162,-0.052661657938733696,-0.11333774970068286
1999-03-01,-0.20170306,-0.18517043,-0.04738614421027402,-0.11649535412434489
1999-04-01,-0.1540089,-0.3705848,-0.04019504312115411,-0.10474087138815473
1999-05-01,-0.15819183,-0.27510807,-0.031107667942220966,-0.09055499610646317
1999-06-01,-0.1373428,-0.10240236,-0.02444832584199806,-0.0915252141887322
1999-07-01,-0.12961745,-0.105336845,-0.01945231555340191,-0.08106934629225483
1999-08-01,-0.11021152,0.059489723,-0.01069646873511374,-0.06178453666313241
1999-09-01,-0.105658025,-0.034334544,-0.002213266724720597,-0.052692740433849396
1999-10-01,-0.13602795,-0.12239495,0.004135352512821555,-0.0436811139419054
1999-11-01,-0.15176728,-0.087110505,0.008921241154894233,-0.03567007968667894
1999-12-01,-0.09695511,-0.14558998,0.01554276286624372,-0.01921194086316973
2000-01-01,-0.24336252,-0.4071129,0.0189185938021789,-0.011436727790472409
2000-02-01,-0.010858818,0.089211546,0.0243880157203724,0.002938578378719588
2000-03-01,-0.008343569,0.20910431,0.02718713179541131,0.011900571337901057
2000-04-01,0.04355555,-0.019327996,0.030872792021060982,0.022230879566632212
2000-05-01,-0.14942698,-0.41575485,0.030914821987971665,0.028727177258891363
2000-06-01,-0.16361603,-0.07520298,0.03108524358831346,0.026187960500828923
2000-07-01,-0.14629512,-0.10909001,0.02942724241875112,0.030033586864980557
2000-08-01,-0.08488017,-0.023240179,0.03199703781865537,0.03565224105647455
2000-09-01,-0.10390051,-0.18750441,0.027833412944649655,0.03254482003394514
2000-10-01,-0.25252658,-0.25705966,0.026141368706400197,0.030275113407212
2000-11-01,-0.21069892,-0.050407838,0.02367202190992733,0.03505854410274575
2000-12-01,-0.14561167,-0.12053283,0.021264297251279155,0.03520745066149781
2001-01-01,-0.092394166,-0.115405135,0.016707345734660824,0.02470020641727994
2001-02-01,-0.12138581,0.09425843,0.014799648911381762,0.021311179199256004
2001-03-01,0.030181952,-0.2899272,0.015272835285092394,0.0241374526405707
2001-04-01,-0.009264811,-0.3760983,0.019219801590467493,0.03327583188656717
2001-05-01,0.107773855,-0.10882517,0.02518938706877331,0.04606941853805135
2001-06-01,0.013151662,0.0071797944,0.02834146930836141,0.048925355969307326
2001-07-01,0.12611838,0.17211136,0.032678563597922525,0.05946812917633603
2001-08-01,0.17675771,-0.0045928024,0.03682093342455725,0.06682857240084558
2001-09-01,0.11915051,0.21099614,0.037381470653538904,0.06888445785734802
2001-10-01,0.1057884,0.0193967,0.04307582423401376,0.07384577886356662
2001-11-01,0.22329283,0.2586231,0.04776007702263693,0.08654479181859642
2001-12-01,0.17690748,0.41461274,0.0493483807425946,0.09115342786923672
2002-01-01,0.22600758,0.35319483,0.051665739806291335,0.09338207012430454
2002-02-01,0.17480634,-0.15330024,0.0517636389452188,0.0891877096495591
2002-03-01,0.34244335,0.7795761,0.05301818055838036,0.08669543996220455
2002-04-01,0.08358379,0.07837386,0.057195442447361224,0.09207772851999228
2002-05-01,0.2592505,0.68361527,0.06231287149518418,0.09705885143096869
2002-06-01,0.1730811,0.21820338,0.06801559679637043,0.09703233791903282
2002-07-01,0.20832603,0.38303334,0.0700648280151654,0.10216507021104917
2002-08-01,0.13437094,0.3107814,0.07906931163549112,0.1230931818834506
2002-09-01,0.21565583,0.45316285,0.08236711467422235,0.1309416092039707
2002-10-01,0.067182474,0.3088895,0.08686323594107913,0.1340992077292564
2002-11-01,0.11227919,-0.01729791,0.09080193880751418,0.14039215582500522
2002-12-01,0.055190153,0.13272229,0.09817280688439496,0.15715253688783073
2003-01-01,0.27737013,0.41295224,0.10579476821973609,0.16883854866415884
2003-02-01,0.012181995,-0.18344416,0.11264513426576742,0.17765819790850704
2003-03-01,-0.03327492,-0.072691284,0.11764178940211423,0.18375040702909853
2003-04-01,0.05933217,0.22012366,0.12460728976681518,0.19507922642321016
2003-05-01,0.13367417,0.24935773,0.1351111679628957,0.21080828967581813
2003-06-01,0.019404734,-0.08770903,0.14356501518244233,0.21829420607925082
2003-07-01,0.15332875,0.18023196,0.15099825082773652,0.23348786651234452
2003-08-01,0.2681305,0.4705429,0.15409228596642302,0.24583215124051397
2003-09-01,0.30970883,0.4819751,0.16046857579106774,0.25041583435377107
2003-10-01,0.30275074,0.36178005,0.16392670801336257,0.26385590540012344
2003-11-01,0.11321312,0.095980704,0.16637069239707974,0.2784796760145885
2003-12-01,0.29780546,0.48599112,0.16680526539178875,0.2839208003793222
2004-01-01,0.12562054,0.2559264,0.17017748704917418,0.2878889938001521
2004-02-01,0.15283601,0.18422629,0.17026842511064993,0.2843286956155983
2004-03-01,0.13995816,0.11250883,0.1713981529212712,0.29180046609835697
2004-04-01,0.12704627,0.391356,0.17382588052617695,0.2945808352708506
2004-05-01,-0.06289361,0.0014100939,0.17766348249084937,0.3016782105395881
2004-06-01,0.0016987481,0.031316176,0.17812051501241513,0.30477795356806986
2004-07-01,-0.123743504,-0.35699847,0.18063709811734346,0.2997848369608012
2004-08-01,-0.034939025,-0.09004646,0.18459250158436286,0.3034055310417898
2004-09-01,0.14497769,0.28860277,0.18540007001526343,0.31117603385743375
2004-10-01,0.1710178,0.17647243,0.18216640379396268,0.30173902565535776
2004-11-01,0.19039623,-0.088701315,0.18658664327231236,0.3115253373165615
2004-12-01,0.02599876,0.16237396,0.18736520112919,0.3087657694200364
2005-01-01,0.2969065,0.8485738,0.18820421697067408,0.3145504247824041
2005-02-01,0.18700936,0.5601172,0.18861251276102847,0.31635470854040854
2005-03-01,0.2614237,0.39856023,0.18967361749576714,0.3167836508830078
2005-04-01,0.27987772,0.3582489,0.18815795457727896,0.3142750870863286
2005-05-01,0.2928251,0.589868,0.19113174442318268,0.32100654757814484
2005-06-01,0.29370165,0.6259577,0.1920929259445984,0.32648840044857935
2005-07-01,0.26472685,0.42008895,0.19125294042557167,0.32739893341980253
2005-08-01,0.21491913,0.34229237,0.18248948134908763,0.31206420505962645
2005-09-01,0.3140295,0.49222475,0.17872422840252208,0.3120687814545818
2005-10-01,0.3777061,0.68668413,0.1824657478039929,0.3163065585734633
2005-11-01,0.29653192,0.39874715,0.1833872378473946,0.3208389600855298
2005-12-01,0.30038247,0.7910868,0.18298678292388407,0.3210459764542369
2006-01-01,0.09324794,0.62525195,0.1835460048459936,0.3217901153606363
2006-02-01,0.26119158,0.3692794,0.1841693710826803,0.32470063798051946
2006-03-01,0.23766989,0.51647705,0.18170346198409484,0.3180257427933005
2006-04-01,0.13737425,0.50132793,0.17989425066043624,0.31925358903827145
2006-05-01,0.13384824,0.21764229,0.17928660663892515,0.318316920423725
2006-06-01,0.21548496,0.2452714,0.1812321688029139,0.321128086571116
2006-07-01,0.13157466,-0.04150653,0.17785459635585235,0.31651420178435125
2006-08-01,0.24454138,0.44371343,0.17904714994559376,0.3202892709018973
2006-09-01,0.26481417,0.3778183,0.1785546126756041,0.31851437223376705
