time,weighted mean,standard mean,weighted mean (5 years rolling ave.),standard mean (5 years rolling ave.)
1956-09-01,-0.7706868,-1.2601854,-0.47320735693598787,-0.6978435963081817
1956-10-01,-0.7857667,-1.4749483,-0.46872921974087756,-0.690646536120524
1956-11-01,-0.47047552,-0.44998127,-0.4641594210329155,-0.6842040980545183
1956-12-01,-0.27435842,0.43299305,-0.4604291423223913,-0.680137301950405
1957-01-01,-0.28746128,0.044934463,-0.4556854227247337,-0.6761179720051587
1957-02-01,-0.38099822,-0.4596723,-0.4519167625966171,-0.6741767510461311
1957-03-01,-0.5044409,-0.5497372,-0.45087221106514336,-0.6774191473610699
1957-04-01,-0.4205331,-0.6376,-0.44820966065550844,-0.6767658446915448
1957-05-01,-0.31678233,-0.43260524,-0.44591520270332696,-0.678371287851284
1957-06-01,-0.21524556,-0.35395515,-0.4447888502540688,-0.6749543701298535
1957-07-01,-0.44463083,-0.7485807,-0.4406858095588783,-0.6775537023631235
1957-08-01,-0.43968078,-0.80359054,-0.4411052804750701,-0.6802760627431174
1957-09-01,-0.41097805,-1.0969143,-0.43511735564097764,-0.6720788276754319
1957-10-01,-0.32172891,-0.5153632,-0.4361151294472317,-0.6803611404262483
1957-11-01,-0.16985336,-0.37165642,-0.4350983934166531,-0.6814101722401877
1957-12-01,-0.025406124,-0.18196651,-0.43451086844628056,-0.677169308718294
1958-01-01,0.063982315,0.3913373,-0.43166932876532277,-0.6734237091305355
1958-02-01,-0.117699854,-0.31347847,-0.43086020067955055,-0.6728510157826046
1958-03-01,-0.29686037,-0.47632977,-0.43151219602053364,-0.6761321352484325
1958-04-01,-0.39937702,-1.0450479,-0.43102936958894134,-0.6766525563163062
1958-05-01,-0.35036024,-0.74398047,-0.4310553050599992,-0.6819322304489712
1958-06-01,-0.47569737,-0.93366265,-0.4285583209556838,-0.6809239771527549
1958-07-01,-0.40486172,-0.7290393,-0.4215951845360299,-0.6788820783607662
1958-08-01,-0.5011184,-0.96279615,-0.41870726499085625,-0.6846231071899335
1958-09-01,-0.5410203,-1.041212,-0.4126979853026569,-0.6837288328756889
1958-10-01,-0.36769044,-0.89827865,-0.409358228277415,-0.6750389753530422
1958-11-01,-0.25683007,-0.5930299,-0.4052794918728371,-0.6700158286839724
1958-12-01,-0.08132815,-0.2007959,-0.40099753690883516,-0.6684831210722526
1959-01-01,-0.10720622,-0.1712014,-0.39596666895474,-0.6602767386784156
1959-02-01,-0.21826708,-0.4052495,-0.392628973753502,-0.6543914972494046
1959-03-01,-0.25460276,-0.5985743,-0.3892393708539506,-0.6465761421869198
1959-04-01,-0.3144238,-0.4535155,-0.3852626900188625,-0.6395939150204261
1959-05-01,-0.3831915,-0.59442717,-0.38008261524761716,-0.6263973016291857
1959-06-01,-0.3850315,-0.7135278,-0.37810790790244936,-0.6296894320597252
1959-07-01,-0.4337668,-0.8159717,-0.37907849603022137,-0.6501937249054511
1959-08-01,-0.58151877,-1.0459285,-0.3790550187540551,-0.659456291856865
1959-09-01,-0.54377127,-1.17617,-0.37794119122748576,-0.6596117581551274
1959-10-01,-0.46634877,-0.977035,-0.37584672623003523,-0.6552061265334487
1959-11-01,-0.38436326,-0.40665245,-0.37851226134225724,-0.6602575675273935
1959-12-01,-0.19373289,-0.29983306,-0.38290675831958654,-0.6702006221438448
1960-01-01,-0.18649076,-0.021444034,-0.3894040805908541,-0.6760018706942598
1960-02-01,-0.21808758,-0.4347589,-0.39261800327027835,-0.6785298407698671
1960-03-01,-0.75791556,-1.4444051,-0.39621106314783294,-0.6815206568067272
1960-04-01,-0.6389811,-1.1363435,-0.39966075100625553,-0.6856574039285381
1960-05-01,-0.59008735,-0.76096505,-0.40288896588608625,-0.6957964003706972
1960-06-01,-0.48787007,-0.78737235,-0.40558988926932216,-0.6963435079281529
1960-07-01,-0.5856283,-0.9785738,-0.41033472840984664,-0.7038777620221178
1960-08-01,-0.631339,-1.016545,-0.4173632595688105,-0.7227902308727304
1960-09-01,-0.52388513,-0.9370249,-0.42151090254386264,-0.7296186552072564
1960-10-01,-0.4767816,-0.9445568,-0.42818494935830437,-0.7441205194219946
1960-11-01,-0.45681587,-0.94669753,-0.4326725895206133,-0.7477917284394304
1960-12-01,-0.09037807,-0.101378165,-0.436859996120135,-0.7494169136509299
1961-01-01,-0.24475533,-0.37389243,-0.4391799415151278,-0.7483234346533815
1961-02-01,-0.3203861,-0.58390296,-0.43999839027722676,-0.745913338723282
1961-03-01,-0.4997398,-0.8419128,-0.44074008663495384,-0.7427948117877047
1961-04-01,-0.47257325,-0.7023714,-0.4397807111342748,-0.7426759323105216
1961-05-01,-0.43099564,-0.834964,-0.4408551052212715,-0.7488770336533587
1961-06-01,-0.41207376,-0.46305394,-0.4417493184407552,-0.7504056374852855
1961-07-01,-0.50514627,-0.63481784,-0.444260752449433,-0.7506797701741258
1961-08-01,-0.59031856,-0.78635895,-0.44748228626946607,-0.7603551599507531
1961-09-01,-0.53208596,-0.84125173,-0.4500434074550867,-0.7640378920361399
1961-10-01,-0.47496223,-0.6831515,-0.45690957891444367,-0.7740151731297373
1961-11-01,-0.35199308,-0.6475091,-0.46480255015194416,-0.7911963018899163
1961-12-01,-0.3325937,-0.7972645,-0.46990728614230953,-0.804873874100546
1962-01-01,-0.28605264,-0.51081955,-0.4732803621639808,-0.8037593437358737
1962-02-01,-0.31416857,-0.46900028,-0.47575285074611506,-0.8004984888558586
1962-03-01,-0.378773,-0.28539932,-0.4795834753662348,-0.8012459609036644
1962-04-01,-0.5804652,-0.94068646,-0.4859276437511047,-0.8099985850974918
1962-05-01,-0.58045214,-1.0291885,-0.49247383313874404,-0.8181096378092965
1962-06-01,-0.6050849,-0.70203006,-0.496109713986516,-0.8252556108559171
1962-07-01,-0.6374662,-0.9002589,-0.503364588196079,-0.83243993849804
1962-08-01,-0.6552644,-0.9830395,-0.5073179673403502,-0.8403079555680354
1962-09-01,-0.6179593,-1.3451191,-0.5123298532019059,-0.8418708400179943
1962-10-01,-0.5154218,-1.123703,-0.5094606723636389,-0.8313577151546876
1962-11-01,-0.33190876,-0.40448287,-0.5113124913225572,-0.8300783769538005
1962-12-01,-0.31009647,-0.63402176,-0.5109816487878561,-0.8325055913378795
1963-01-01,-0.35772955,-0.7434108,-0.5143306306252877,-0.8361299987882376
1963-02-01,-0.36655843,-0.72318393,-0.5162546596179406,-0.8368119037399689
1963-03-01,-0.6973032,-1.3464416,-0.518023815875252,-0.8360795553773641
1963-04-01,-0.6686354,-1.2653204,-0.522005457803607,-0.8435705707718929
1963-05-01,-0.60160464,-0.8414916,-0.5221338730305434,-0.8461135900268952
1963-06-01,-0.6148941,-0.8680539,-0.520002173508207,-0.8351872927198808
1963-07-01,-0.45396864,-0.58443356,-0.5228540249168873,-0.8410549494127433
1963-08-01,-0.5456202,-0.77568454,-0.5253120101988316,-0.8500494721035162
1963-09-01,-0.48345774,-1.0340792,-0.5268793024122715,-0.8513112030923367
1963-10-01,-0.4321541,-1.2703447,-0.5263616380592188,-0.8497916998962561
1963-11-01,-0.31048286,-0.68474615,-0.5284381660322348,-0.8564326100051403
1963-12-01,-0.2320142,-0.21724387,-0.5307147167623043,-0.8594884298741817
1964-01-01,-0.30049825,-0.7517248,-0.5328452942272027,-0.8693350397050381
1964-02-01,-0.37193435,-0.62621343,-0.5335740941266219,-0.8746739300588767
1964-03-01,-0.66657305,-1.1972111,-0.5351011671125889,-0.8804796072343986
1964-04-01,-0.7880021,-1.4843832,-0.5354590641955534,-0.8838083418707053
1964-05-01,-0.68947566,-1.4150815,-0.5379879790047805,-0.8970805875957012
1964-06-01,-0.58741605,-0.646656,-0.5376023071507613,-0.8956117652356624
1964-07-01,-0.5821161,-0.6203204,-0.5356110865871112,-0.8835841833303372
1964-08-01,-0.81135625,-1.0907768,-0.5364645794034004,-0.8805701453238726
1964-09-01,-0.92442137,-1.7013274,-0.5415397201975186,-0.8892206806689501
1964-10-01,-0.85912013,-1.4636981,-0.5432469998796781,-0.893983830884099
1964-11-01,-0.6025161,-0.83541083,-0.5423731282353401,-0.8911508946369092
1964-12-01,-0.62902534,-0.7308927,-0.5382527713974317,-0.8826793897897005
1965-01-01,-0.4236935,-0.49352506,-0.5365553771456083,-0.8826613107075294
1965-02-01,-0.51880074,-0.52853197,-0.5332075079282125,-0.877137732381622
1965-03-01,-0.5857647,-0.8136176,-0.5320458471775055,-0.8758220979322989
1965-04-01,-0.75009024,-1.0595832,-0.5301270107428233,-0.8660031605511904
1965-05-01,-0.5702368,-0.9065979,-0.5275348866979281,-0.8618748385459185
1965-06-01,-0.688809,-1.0048368,-0.5278442357977231,-0.8650927428156138
1965-07-01,-0.70107,-1.0194881,-0.5270743032296499,-0.8562292984376351
1965-08-01,-0.7374884,-0.97260416,-0.530248632033666,-0.853554705902934
1965-09-01,-0.76278365,-1.3864858,-0.5341118653615315,-0.8535758357495069
1965-10-01,-0.48448652,-1.0971379,-0.5278028279542923,-0.8373263405015071
1965-11-01,-0.3289139,-0.2911197,-0.5250721683104833,-0.8270948813607295
1965-12-01,-0.26148915,-0.45343757,-0.5238834649324418,-0.825379517301917
1966-01-01,-0.39223444,-0.9135638,-0.5226340691248575,-0.8241439666599035
1966-02-01,-0.41442364,-0.6596068,-0.5249525080124537,-0.8325868354489406
1966-03-01,-0.46867993,-0.7507426,-0.5249488880236943,-0.8370225962251425
1966-04-01,-0.5971649,-1.100826,-0.5258126606543859,-0.8409858242919047
1966-05-01,-0.5675887,-1.0183132,-0.523688413699468,-0.8292049910873175
1966-06-01,-0.5399084,-1.0538505,-0.5240334118405978,-0.8318422055492799
1966-07-01,-0.54887426,-0.95515126,-0.5258957413335641,-0.8411754870166381
1966-08-01,-0.68194294,-1.1346996,-0.5266960891584556,-0.8371649288882812
1966-09-01,-0.5535598,-1.0409758,-0.5274513038496177,-0.8379190259923538
1966-10-01,-0.6266971,-1.4794862,-0.5225031403203805,-0.8375080320984125
1966-11-01,-0.32885277,-0.55937976,-0.5157256570955118,-0.8294989102830489
1966-12-01,-0.21312048,-0.0756096,-0.509725434333086,-0.820288892959555
1967-01-01,-0.3372622,-0.32997727,-0.5069464402894179,-0.8228950673093398
1967-02-01,-0.618677,-0.9880324,-0.5040032414098581,-0.8280269407977661
1967-03-01,-0.48120978,-0.57118833,-0.4990581291417281,-0.8279460115979115
1967-04-01,-0.5280329,-0.7707103,-0.4900352942446868,-0.8136566712210576
1967-05-01,-0.33323073,-0.5208982,-0.48176021402080854,-0.79954231120646
1967-06-01,-0.50324124,-0.7009453,-0.47407828842600186,-0.7941554917643467
1967-07-01,-0.43659404,-0.5688442,-0.4629276629537344,-0.779288237914443
1967-08-01,-0.58556473,-0.90410143,-0.45819185537596546,-0.773615238443017
1967-09-01,-0.50282913,-0.7559829,-0.4516094205280145,-0.7697177145630121
1967-10-01,-0.35989437,-0.8760037,-0.4476090036332607,-0.7661197020361821
1967-11-01,-0.3504697,-0.5975571,-0.4404586839179198,-0.7633258376270533
1967-12-01,-0.26390052,-0.1022151,-0.43851050610343617,-0.7650540872166555
1968-01-01,-0.5481893,-0.5829353,-0.4337550667424997,-0.7615616414695978
1968-02-01,-0.59835243,-0.7244517,-0.4296400102476279,-0.7596861097961665
1968-03-01,-0.31876093,-0.3714719,-0.42808862353364624,-0.7637576891730229
1968-04-01,-0.50479585,-0.6514329,-0.42230776126186054,-0.7527391685793797
1968-05-01,-0.53028244,-0.73856974,-0.4204805222650369,-0.7448619200537602
1968-06-01,-0.53993034,-0.7939209,-0.41935289030273754,-0.7487088346232971
1968-07-01,-0.593075,-1.0910057,-0.42094913547237717,-0.748475848014156
1968-08-01,-0.545403,-1.0418302,-0.42013230895002684,-0.742069932197531
1968-09-01,-0.5352841,-1.2718729,-0.4231548475722472,-0.7365131898472707
1968-10-01,-0.30469927,-0.56349474,-0.42541658207774163,-0.736625467116634
1968-11-01,-0.33118275,-0.842979,-0.4251997205118338,-0.7299130522956451
1968-12-01,-0.34375396,-0.77724075,-0.42501998469233515,-0.7234040283908446
1969-01-01,-0.34851912,-0.5110913,-0.4269456538061301,-0.7210161471118529
1969-02-01,-0.41724724,-0.67145926,-0.4283698531488577,-0.7194013639042774
1969-03-01,-0.36968324,-1.1725515,-0.4264279069999854,-0.7124718798945348
1969-04-01,-0.38135308,-1.0038359,-0.4264286470909913,-0.7110277129958074
1969-05-01,-0.3294623,-0.86248046,-0.4246890418231487,-0.7018110457807779
1969-06-01,-0.4206764,-0.80302644,-0.42618874584635097,-0.7036054704338313
1969-07-01,-0.4055242,-0.9282328,-0.42907334317763646,-0.7083171275754769
1969-08-01,-0.5146495,-1.085921,-0.4325247968236605,-0.7079566545784474
1969-09-01,-0.38305128,-0.843967,-0.4331727926929792,-0.7041212894022465
1969-10-01,-0.36261532,-0.61683655,-0.43373314340909325,-0.7046391007800897
1969-11-01,-0.14160058,-0.51220167,-0.4328679780165354,-0.707298219949007
1969-12-01,0.04001219,0.16114251,-0.4347272942463557,-0.7137287763257821
1970-01-01,-0.13954505,-0.15314509,-0.43208526174227396,-0.7107926803330581
1970-02-01,-0.123854645,-0.29468054,-0.43068458288908007,-0.7110789882640044
1970-03-01,-0.3457397,-0.59773684,-0.427101764579614,-0.7053700096905231
1970-04-01,-0.32107106,-0.8919513,-0.42516726404428484,-0.7048268564045429
1970-05-01,-0.45334613,-1.0102929,-0.42442282537619275,-0.6983115541438262
1970-06-01,-0.40348262,-0.79529005,-0.4237446263432503,-0.6986068067451318
1970-07-01,-0.45416662,-0.9069562,-0.41946790725924077,-0.7000811298688253
1970-08-01,-0.6444052,-1.2168989,-0.4097176171063135,-0.6894780761872729
1970-09-01,-0.4159319,-0.7253746,-0.40049997572787105,-0.6865965323522687
1970-10-01,-0.37485218,-0.624503,-0.39941896304177743,-0.6926827641204
1970-11-01,-0.26125598,-0.52193457,-0.39581120614893733,-0.6920929046347737
1970-12-01,-0.35726386,-0.43945837,-0.39083948140032587,-0.6874168477331598
1971-01-01,-0.34322485,-0.52920884,-0.3864003489880512,-0.6827990325167775
1971-02-01,-0.59577596,-0.32620227,-0.3823886077074955,-0.6757360301290949
1971-03-01,-0.604384,-0.75747925,-0.38115186844952403,-0.6740789733206233
1971-04-01,-0.58415323,-0.69808114,-0.37858686700152855,-0.6690377267077565
1971-05-01,-0.55680454,-0.62777174,-0.3804132710366199,-0.673610001988709
1971-06-01,-0.65544856,-0.91057765,-0.37907632047620915,-0.6631651656702161
1971-07-01,-0.6343262,-0.85826427,-0.3783891211419056,-0.6588411655897896
1971-08-01,-0.5654262,-0.71893054,-0.3805057640342663,-0.6507255398047467
1971-09-01,-0.5536042,-0.9543258,-0.3859941001205395,-0.6548489523741107
1971-10-01,-0.5223208,-0.9264862,-0.3887618254094074,-0.6475525938284894
1971-11-01,-0.418835,-0.66704524,-0.39224592253255347,-0.648323979259779
1971-12-01,-0.38619632,-0.35830903,-0.3980364869503925,-0.6523361695619921
1972-01-01,-0.54434943,-0.3083489,-0.4004607479243229,-0.6537660611482958
1972-02-01,-0.6575568,-0.7579105,-0.40251704161055385,-0.6535022629114489
1972-03-01,-0.5148308,-0.602257,-0.40168089920965333,-0.6446652315867444
1972-04-01,-0.47612298,-0.93025744,-0.4064547583926469,-0.6491953683706622
1972-05-01,-0.4447897,-0.9067316,-0.40906269853003324,-0.651498038849483
1972-06-01,-0.3447193,-0.52477956,-0.41360423867590723,-0.6550046089105308
1972-07-01,-0.3525533,-0.5860227,-0.42120050854670504,-0.6651216666214168
1972-08-01,-0.37059563,-0.5615627,-0.4245366629678756,-0.6716317343525589
1972-09-01,-0.3867591,-0.7233937,-0.4294588387478143,-0.6722578960470855
1972-10-01,-0.31522804,-0.48508555,-0.43069972748247287,-0.6699890094809234
1972-11-01,-0.30977777,-0.6152723,-0.4330572695005685,-0.6684058902474741
1972-12-01,-0.0072973734,-0.19067448,-0.4324040125279377,-0.662538121920079
1973-01-01,0.036828127,0.053247947,-0.43470931256500384,-0.6626970110150675
1973-02-01,-0.04529395,-0.5515591,-0.4355247324177374,-0.6600301293345789
1973-03-01,-0.25390017,-0.7366458,-0.43837670936870077,-0.6630004294527073
1973-04-01,-0.28833044,-0.6160413,-0.4431561997005095,-0.6732793497852981
1973-05-01,-0.23197895,-0.45800632,-0.4471655816305429,-0.6800155766618748
1973-06-01,-0.2735824,-0.51685196,-0.4511240199673921,-0.6842752812119822
1973-07-01,-0.3523705,-0.66722554,-0.45354784483400484,-0.6831633530867597
1973-08-01,-0.47119865,-0.9424068,-0.45527782742865386,-0.6770374377879004
1973-09-01,-0.38138402,-0.9693981,-0.45479278767791886,-0.6740948327196141
1973-10-01,-0.4142835,-0.83783126,-0.4575448811519891,-0.6716260828388234
1973-11-01,-0.2509657,-0.21628883,-0.459331770784532,-0.6778197544626892
1973-12-01,-0.302522,-0.51780075,-0.4645677596796304,-0.6933149434936543
1974-01-01,-0.4755177,-0.024153745,-0.46399048472133775,-0.6915934391630193
1974-02-01,-0.7465474,-0.918864,-0.46319302623160186,-0.6915308006418248
1974-03-01,-0.53574675,-0.73477,-0.46601752544132374,-0.6989000795098642
1974-04-01,-0.5903989,-1.050119,-0.4655965199538817,-0.6993822343957921
1974-05-01,-0.67689615,-1.1032119,-0.46895800237543883,-0.7093778667661051
1974-06-01,-0.56613207,-0.88881993,-0.4679672658909112,-0.7107772884579996
1974-07-01,-0.5289018,-0.9124049,-0.464436298655346,-0.7060996829532087
1974-08-01,-0.46448097,-0.55569917,-0.45841244265126685,-0.6927661939524115
1974-09-01,-0.6694828,-1.1157752,-0.4518332129189124,-0.6904665046992401
1974-10-01,-0.5190917,-0.7549968,-0.44802817259915173,-0.6950156613253057
1974-11-01,-0.414093,-0.7225959,-0.44399428769635657,-0.6898237252297501
1974-12-01,-0.415764,-0.44588095,-0.44016033962058526,-0.6780952770573397
1975-01-01,-0.33971432,-0.54374915,-0.43853782817410925,-0.675826907561471
1975-02-01,-0.4191852,-0.33225024,-0.4379445836413652,-0.6735017974240084
1975-03-01,-0.42019302,-0.46160364,-0.43705273275263606,-0.6709239829642077
1975-04-01,-0.46252358,-0.79696417,-0.436770921992138,-0.6752333342097699
1975-05-01,-0.4141507,-0.6582268,-0.43762505357153714,-0.6820888250134886
1975-06-01,-0.5418006,-0.8048234,-0.4325811561041822,-0.677658756977568
1975-07-01,-0.5030918,-0.7469433,-0.43407139256596566,-0.6811090463461975
1975-08-01,-0.8155238,-1.3951169,-0.43769399418185156,-0.6882430774159729
1975-09-01,-0.70270133,-1.3421098,-0.4409831680978338,-0.6858614327696463
1975-10-01,-0.6154151,-1.0286766,-0.4416070523982247,-0.6813424192058544
1975-11-01,-0.49876228,-0.77751684,-0.4410303988183538,-0.6778790192989012
1975-12-01,-0.50269336,-0.37274268,-0.44183413268377386,-0.6778301340527833
1976-01-01,-0.4470238,-0.16165392,-0.44490676155934733,-0.6803953848468761
1976-02-01,-0.5666736,-0.14964597,-0.4457664994522929,-0.6807066959328949
1976-03-01,-0.7695096,-0.60935426,-0.4487180762613813,-0.6827741128392517
1976-04-01,-0.6913666,-1.0697014,-0.45052527418981,-0.6815621606695156
1976-05-01,-0.8709639,-1.5574831,-0.44977884820352,-0.6788299910413722
1976-06-01,-0.62081206,-0.8072874,-0.44798231751968465,-0.6796053476321201
1976-07-01,-0.5864787,-0.85450596,-0.44403621684759853,-0.6740608950145542
1976-08-01,-0.7348961,-1.1610873,-0.4377041965102156,-0.6746381272251407
1976-09-01,-0.52834386,-0.9832551,-0.433008367754519,-0.6821780214086175
1976-10-01,-0.72400975,-1.5262241,-0.42825954301903646,-0.6794774263476332
1976-11-01,-0.35939083,-0.75101054,-0.42436865661293266,-0.6773665238792698
1976-12-01,-0.17433828,-0.0776527,-0.41724581066519023,-0.6723061362281442
1977-01-01,-0.18291807,0.49166045,-0.4128638753667474,-0.6749188362931212
1977-02-01,-0.262803,-0.61992913,-0.41163745913654565,-0.6812825540080667
1977-03-01,-0.2865284,-0.8752064,-0.40899342043946185,-0.6858422457550962
1977-04-01,-0.23408988,-0.6187413,-0.4022217283025384,-0.6813438186421991
1977-05-01,-0.21475282,-0.20302472,-0.3954584282512466,-0.6845419277126591
1977-06-01,-0.2473686,-0.3886774,-0.3896806440626582,-0.6805394102508823
1977-07-01,-0.31695864,-0.44651607,-0.3790054114535451,-0.6726563153788447
